1	Wär	Wär	N	NE	_	0	root	844	844
6	nicht	nicht	P	PTKNEG	_	4	adv	_	_
7	,	,	$	$,	_	0	root	_	_
8	Lorenzi	Lorenzi	N	NE	_|Dat|Sg	4	app	_	_
9	,	,	$	$,	_	0	root	_	_
10	denn	denn	K	KON	_	2	kon	_	_
11	ich	ich	P	PPER	1|Sg|_|Nom	12	subj	881	881
12	bin	sein	V	VAFIN	1|Sg|Pres|Ind	10	cj	_	_
13	noch	noch	A	ADV	_	14	adv	_	_
14	nicht	nicht	P	PTKNEG	_	12	adv	_	_
15	zu	zu	P	APPR	Dat	12	pp	_	_
16	Ende	Ende	N	NN	Neut|Dat|Sg	15	pn	97	97
17	.	.	$	$.	_	0	root	_	_

1	Mein	meine	A	PPOSAT	Neut|Nom|Sg	2	det	881	881
2	Ansinnen	Ansinnen	N	NN	Neut|Nom|Sg	3	subj	_	_
3	wäre	sein	V	VAFIN	3|Sg|Past|Subj	0	root	_	_
4	natürlich	natürlich	A	ADJD	Pos|	3	pred	_	_
5	-	-	$	$(	_	0	root	_	_
6	nicht	nicht	P	PTKNEG	_	8	adv	_	_
7	etwa	etwa	A	ADV	_	6	adv	_	_
8	frevelhaft	frevelhaft	A	ADJD	Pos|	0	root	_	_
9	,	,	$	$,	_	0	root	_	_
10	aber	aber	K	KON	_	8	kon	_	_
11	aussichts-	aussichts-	T	TRUNC	Pos|	10	cj	_	_
12	und	und	K	KON	_	11	kon	_	_
13	daher	daher	P	PROAV	_	14	pp	_	_
14	sinnlos	sinnlos	A	ADJD	Pos|	12	cj	_	_
15	,	,	$	$,	_	0	root	_	_
16	wenn	wenn	K	KOUS	_	20	konj	_	_
17	Sie	sie	P	PPER	3|Pl|_|Nom	20	subj	888	888
18	die	die	A	ART	Def|Fem|_|Sg	19	det	657	657
19	Absicht	Absicht	N	NN	Fem|_|Sg	20	obja	657	657
20	hätten	haben	V	VAFIN	3|Pl|Past|Subj	0	root	_	_
21	,	,	$	$,	_	0	root	_	_
22	Marcolina	Marcolina	N	NE	_	27	obja	119	119
23	zu	zu	P	APPR	Dat	27	objp	_	_
24	Ihrer	ihre	A	PPOSAT	Fem|Dat|Sg	25	det	888	888
25	Gattin	Gattin	N	NN	Fem|Dat|Sg	23	pn	_	_
26	zu	zu	P	PTKZU	_	27	part	_	_
27	machen	machen	V	VVINF	_	20	obji	_	_
28	,	,	$	$,	_	0	root	_	_
29	oder	oder	K	KON	_	20	kon	_	_
30	wenn	wenn	K	KOUS	_	41	konj	_	_
31	Marcolina	Marcolina	N	NE	_|Nom|Sg	41	subj	119	119
32	selbst	selbst	A	ADV	_	31	adv	119	119
33	ihre	ihre	A	PPOSAT	Fem|_|Pl	34	det	888	888
34	Hoffnungen	Hoffnung	N	NN	Fem|_|Pl	41	obja	_	_
35	und	und	K	KON	_	34	kon	_	_
36	Wünsche	Wunsch	N	NN	Masc|_|Pl	35	cj	_	_
37	in	in	P	APPR	Dat	40	pp	_	_
38	dieser	diese	A	PDAT	Fem|Dat|Sg	39	det	110	110
39	Richtung	Richtung	N	NN	Fem|Dat|Sg	37	pn	110	110
40	schweifen	schweifen	V	VVINF	_	41	obji	_	_
41	ließe	lassen	V	VVFIN	3|Sg|Past|Subj	29	cj	_	_
42	.	.	$	$.	_	0	root	_	_

1	Aber	aber	K	KON	_	0	root	_	_
2	ebenso	ebenso	A	ADV	_	1	cj	_	_
3	,	,	$	$,	_	0	root	_	_
4	wie	wie	P	PWAV	_	10	adv	_	_
5	die	die	A	ART	Def|Fem|Nom|Sg	7	det	889	889
6	vergangene	vergangen	A	ADJA	Pos|Fem|Nom|Sg|_|	7	attr	889	889
7	Liebesnacht	Liebesnacht	N	NN	Fem|Nom|Sg	10	subj	889	889
8	Ihre	ihre	A	PPOSAT	_|_|_	9	det	889	889
9	erste	erst	A	ADJA	_|_|_	10	pred	_	_
10	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
11	(	(	$	$(	_	0	root	_	_
12	er	er	P	PPER	3|Sg|Masc|Nom	0	root	11	11
13	sprach	sprechen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
14	auch	auch	A	ADV	_	15	adv	_	_
15	diese	diese	P	PDS	Fem|Nom|Sg	13	subj	_	_
16	seine	seine	A	PPOSAT	Fem|_|Sg	17	det	11	11
17	Vermutung	Vermutung	N	NN	Fem|_|Sg	13	obja	_	_
18	wie	wie	K	KOKOM	_	13	kom	_	_
19	eine	eine	A	ART	Indef|Fem|_|Sg	21	det	_	_
20	unbezweifelbare	unbezweifelbar	A	ADJA	Pos|Fem|_|Sg|_|	21	attr	_	_
21	Gewißheit	Gewißheit	N	NN	Fem|_|Sg	18	cj	_	_
22	aus	aus	P	PTKVZ	_	13	avz	_	_
23	)	)	$	$(	_	0	root	_	_
24	,	,	$	$,	_	0	root	_	_
25	ebenso	ebenso	A	ADV	_	26	adv	_	_
26	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
27	die	die	A	ART	Def|_|_|_	28	det	_	_
28	kommende	kommend	A	ADJA	_|_|_	26	subj	_	_
29	aller	alle	A	PIDAT	Fem|Gen|Sg	31	attr	_	_
30	menschlichen	menschlich	A	ADJA	Pos|Fem|Gen|Sg|Wk|	31	attr	_	_
31	Berechnung	Berechnung	N	NN	Fem|Gen|Sg	28	gmod	_	_
32	nach	nach	P	PTKVZ	_	26	avz	_	_
33	,	,	$	$,	_	0	root	_	_
34	ja	ja	A	ADV	_	42	adv	_	_
35	auch	auch	A	ADV	_	42	adv	_	_
36	nach	nach	P	APPR	Dat	42	pp	_	_
37	Ihrer	ihre	A	PPOSAT	_|_|_	38	det	889	889
38	eigenen	eigen	A	ADJA	_|_|_	36	pn	_	_
39	und	und	K	KON	_	38	kon	_	_
40	Marcolinens	Marcolinens	N	NE	_	39	cj	213	213
41	Voraussicht	Voraussicht	N	NN	Fem|_|Sg	42	obja	_	_
42	bestimmt	bestimmen	V	VVPP	_	26	neb	_	_
43	,	,	$	$,	_	0	root	_	_
44	Ihre	ihre	A	PPOSAT	_|_|_	45	det	889	889
45	letzte	letzte	A	ADJA	_|_|_	47	pred	_	_
46	zu	zu	P	PTKZU	_	47	part	_	_
47	sein	sein	V	VAINF	_	42	obji	_	_
48	-	-	$	$(	_	0	root	_	_
49	auf	auf	P	APPR	Acc	42	pp	_	_
50	sehr	sehr	A	ADV	_	51	adv	_	_
51	lange	lang	A	ADJA	Pos|Fem|Acc|Sg|_|	52	attr	_	_
52	Zeit	Zeit	N	NN	Fem|Acc|Sg	49	pn	_	_
53	-	-	$	$(	_	0	root	_	_
54	wahrscheinlich	wahrscheinlich	A	ADJD	Pos|	55	adv	_	_
55	auf	auf	P	APPR	_	42	pp	_	_
56	immer	immer	A	ADV	_	55	adv	_	_
57	;	;	$	$.	_	0	root	_	_
58	und	und	K	KON	_	60	koord	_	_
59	ich	ich	P	PPER	1|Sg|_|Nom	60	subj	881	881
60	bin	sein	V	VAFIN	1|Sg|Pres|Ind	0	root	_	_
61	völlig	völlig	A	ADJD	Pos|	62	adv	_	_
62	überzeugt	überzeugen	V	VVPP	_	60	aux	_	_
63	,	,	$	$,	_	0	root	_	_
64	daß	daß	K	KOUS	_	0	root	_	_
65	Marcolina	Marcolina	N	NE	_	0	root	119	119
66	selbst	selbst	A	ADV	_	65	adv	119	119
67	,	,	$	$,	_	0	root	_	_
68	um	um	K	KOUI	_	76	konj	_	_
69	ihren	ihre	A	PPOSAT	_|_|_	70	det	119	119
70	Geliebten	Geliebte	N	NN	_|_|_	76	obja	_	_
71	vor	vor	P	APPR	Dat	76	objp	_	_
72	dem	die	A	ART	Def|Masc|Dat|Sg	74	det	890	890
73	sicheren	sicher	A	ADJA	Pos|Masc|Dat|Sg|Wk|	74	attr	890	890
74	Untergange	Untergang	N	NN	Masc|Dat|Sg	71	pn	890	890
75	zu	zu	P	PTKZU	_	76	part	_	_
76	bewahren	bewahren	V	VVINF	_	0	root	_	_
77	,	,	$	$,	_	0	root	_	_
78	einfach	einfach	A	ADJD	Pos|	0	root	_	_
79	auf	auf	P	APPR	_	78	pp	_	_
80	seinen	seine	A	PPOSAT	Masc|_|Sg	81	det	890	890
81	Wunsch	Wunsch	N	NN	Masc|_|Sg	79	pn	_	_
82	hin	hin	P	PTKVZ	_	0	root	_	_
83	,	,	$	$,	_	0	root	_	_
84	ohne	ohne	P	APPR	Acc	87	pp	_	_
85	Zögern	Zögern	N	NN	Neut|Acc|Sg	84	pn	891	891
86	bereit	bereit	A	ADJD	Pos|	87	pred	_	_
87	wäre	sein	V	VAFIN	_|Sg|Past|Subj	0	root	_	_
88	,	,	$	$,	_	0	root	_	_
89	diese	diese	P	PDS	_|_|_	0	root	_	_
90	eine	eine	A	ART	Indef|Fem|_|Sg	91	det	_	_
91	Nacht	Nacht	N	NN	Fem|_|Sg	95	obja	_	_
92	seinem	seine	A	PPOSAT	Masc|Dat|Sg	93	det	891	891
93	Retter	Retter	N	NN	Masc|Dat|Sg	95	objd	_	_
94	zu	zu	P	PTKZU	_	95	part	_	_
95	gewähren	gewähren	V	VVINF	_	0	root	_	_
96	.	.	$	$.	_	0	root	_	_

1	Denn	denn	K	KON	_	0	root	_	_
2	auch	auch	A	ADV	_	3	adv	_	_
3	sie	sie	P	PPER	3|Sg|Fem|Nom	4	subj	889	889
4	ist	sein	V	VAFIN	3|Sg|Pres|Ind	1	cj	_	_
5	Philosophin	Philosophin	N	NN	Fem|Nom|Sg	4	pred	_	_
6	und	und	K	KON	_	0	root	_	_
7	daher	daher	P	PROAV	_	6	cj	_	_
8	von	von	P	APPR	Dat	11	pp	_	_
9	Vorurteilen	Vorurteil	N	NN	Neut|Dat|Pl	8	pn	_	_
10	so	so	A	ADV	_	11	adv	_	_
11	frei	frei	A	ADJD	Pos|	0	root	_	_
12	wie	wie	K	KOKOM	_	11	kom	_	_
13	wir	wir	P	PPER	1|Pl|_|Nom	12	cj	_	_
14	beide	beide	P	PIS	_|Nom|Pl	13	app	_	_
15	.	.	$	$.	_	0	root	_	_

