1	Ach	ach	I	ITJ	_	0	root	_	_
44	‹	‹	F	FM	_	0	root	_	_
45	Und	und	K	KON	_	0	root	_	_
46	herein	herein	A	ADV	_	47	adv	_	_
47	kam	kommen	V	VVFIN	_|Sg|Past|Ind	45	cj	_	_
48	-	-	$	$(	_	0	root	_	_
49	der	die	A	ART	Def|Masc|Nom|Sg	50	det	281	281
50	Herr	Herr	N	NN	Masc|Nom|Sg	55	subj	281	281
51	Vikari	Vikari	N	NE	Masc|Nom|Sg	50	app	281	281
52	,	,	$	$,	_	0	root	_	_
53	ganz	ganz	A	ADV	_	54	adv	_	_
54	schwarz	schwarz	A	ADJD	Pos|	55	adv	_	_
55	angezogen	anziehen	V	VVPP	_	75	neb	_	_
56	,	,	$	$,	_	0	root	_	_
57	in	in	P	APPR	Dat	55	pp	_	_
58	vollem	voll	A	ADJA	Pos|Masc|Dat|Sg|St|	59	attr	_	_
59	Staat	Staat	N	NN	Masc|Dat|Sg	57	pn	_	_
60	,	,	$	$,	_	0	root	_	_
61	mit	mit	P	APPR	Dat	55	pp	_	_
62	dem	die	A	ART	Def|Neut|Dat|Sg	63	det	_	_
63	Dreieck	Dreieck	N	NN	Neut|Dat|Sg	61	pn	_	_
64	auf	auf	P	APPR	Dat	55	pp	_	_
65	dem	die	A	ART	Def|Masc|Dat|Sg	66	det	370	370
66	Kopf	Kopf	N	NN	Masc|Dat|Sg	64	pn	370	370
67	,	,	$	$,	_	0	root	_	_
68	wie	wie	P	PWAV	_	75	adv	_	_
69	es	es	P	PPER	3|Sg|Neut|Nom	75	subj	_	_
70	damals	damals	A	ADV	_	75	adv	_	_
71	bei	bei	P	APPR	Dat	75	pp	_	_
72	Feierlichkeiten	Feierlichkeit	N	NN	Fem|Dat|Pl	71	pn	_	_
73	noch	noch	A	ADV	_	75	adv	_	_
74	üblich	üblich	A	ADJD	Pos|	75	pred	_	_
75	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
76	.	.	$	$.	_	0	root	_	_

