1	Evas	Eva	N	NE	Fem|Gen|Sg	2	gmod	1221	1221
31	hinüber	hinüber	A	ADV	_	30	adv	_	_
32	und	und	K	KON	_	20	kon	_	_
33	gewinnt	gewinnen	V	VVFIN	_|_|Pres|Ind	32	cj	_	_
34	nur	nur	A	ADV	_	38	adv	_	_
35	einen	eine	A	ART	Indef|Masc|Acc|Sg	38	det	_	_
36	mit	mit	P	APPR	Dat	38	pp	_	_
37	Träumen	Traum	N	NN	_|Dat|_	36	pn	_	_
38	durchbrochnen	durchbrochnen	N	NE	Masc|Acc|Sg	33	obja	_	_
39	,	,	$	$,	_	0	root	_	_
40	auffahrenden	auffahrend	A	ADJA	Pos|_|_|_|_|<PPRES	0	root	_	_
41	.	.	$	$.	_	0	root	_	_

1	-	-	$	$(	_	0	root	_	_
2	Daher	Daher	P	PROAV	_	3	pp	_	_
3	dringt	dringen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
4	er	er	P	PPER	3|Sg|Masc|Nom	3	subj	10	10
5	so	so	A	ADV	_	6	adv	_	_
6	sehr	sehr	A	ADV	_	3	adv	_	_
7	auf	auf	P	APPR	_	3	objp	_	_
8	Klar-	Klar-	T	TRUNC	Fem|_|Sg	7	pn	_	_
9	und	und	K	KON	_	8	kon	_	_
10	Planheit	Planheit	N	NN	Fem|_|Sg	9	cj	_	_
11	,	,	$	$,	_	0	root	_	_
12	gleichsam	gleichsam	A	ADJD	_	22	adv	_	_
13	auf	auf	P	APPR	Acc	12	pp	_	_
14	eine	eine	A	ART	Indef|Fem|Acc|Sg	16	det	1329	1329
15	heitre	heitre	A	ADJA	_|Fem|Acc|Sg|_	16	attr	1329	1329
16	Luft	Luft	N	NN	Fem|Acc|Sg	13	pn	1329	1329
17	,	,	$	$,	_	0	root	1329	1329
18	die	die	P	PRELS	Fem|Nom|Sg	21	subj	1329	1329
19	zu	zu	P	PTKA	_	20	adv	_	_
20	dünn	dünn	A	ADJD	Pos|	21	pred	_	_
21	ist	sein	V	VAFIN	3|Sg|Pres|Ind	16	rel	_	_
22	zum	zu	P	APPRART	Dat	8	pp	_	_
23	Fluge	Flug	N	NN	Masc|Dat|Sg	22	pn	1474	1474
24	.	.	$	$.	_	0	root	_	_

1	Kommt	kommen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
2	es	es	P	PPER	3|Sg|Neut|Nom	1	subj	_	_
3	vielleicht	vielleicht	A	ADV	_	1	adv	_	_
4	daher	daher	P	PROAV	_	1	pp	_	_
5	,	,	$	$,	_	0	root	_	_
6	daß	daß	K	KOUS	_	16	konj	_	_
7	in	in	P	APPR	Dat	16	pp	_	_
8	der	die	A	ART	Def|Fem|Dat|Sg	9	det	_	_
9	Mythologie	Mythologie	N	NN	Fem|Dat|Sg	7	pn	_	_
10	den	die	A	ART	Def|_|_|_	11	det	_	_
11	Wagen	Wage	N	NN	_|_|_	16	obja	_	_
12	des	die	A	ART	Def|Masc|Gen|Sg	13	det	57	57
13	Tages	Tag	N	NN	Masc|Gen|Sg	11	gmod	57	57
14	flügellose	flügellos	A	ADJA	Pos|Neut|Nom|Pl|St|	15	attr	_	_
15	Rosse	Ross	N	NN	Neut|Nom|Pl	16	subj	_	_
16	ziehen	zeihen	V	VVFIN	3|Pl|_|_	1	objc	_	_
17	und	und	K	KON	_	0	root	_	_
18	den	die	P	PDS	Masc|Acc|Sg	0	root	_	_
19	der	die	A	ART	Def|Fem|Gen|Sg	20	det	210	210
20	Nacht	Nacht	N	NN	Fem|Gen|Sg	18	gmod	210	210
21	geflügelte	geflügelt	A	ADJA	Pos|_|_|_|_|	0	root	_	_
22	?	?	$	$.	_	0	root	_	_

1	-	-	$	$(	_	0	root	_	_
2	Es	es	P	PPER	3|Sg|Neut|Nom	3	subj	_	_
3	tut	tun	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
4	überhaupt	überhaupt	A	ADV	_	3	adv	_	_
5	schon	schon	A	ADV	_	3	adv	_	_
6	Schaden	Schaden	N	NN	_|_|_	3	obja	_	_
7	-	-	$	$(	_	0	root	_	_
8	denn	denn	K	KON	_	6	par	_	_
9	es	es	P	PPER	3|Sg|Neut|Nom	10	subj	_	_
10	weckt	wecken	V	VVFIN	3|Sg|Pres|Ind	8	cj	_	_
11	-	-	$	$(	_	0	root	_	_
12	,	,	$	$,	_	0	root	_	_
13	daß	daß	K	KOUS	_	28	konj	_	_
14	man	man	P	PIS	_|Nom|Sg	28	subj	_	_
15	ein	eine	A	ART	Indef|Neut|_|Sg	17	det	_	_
16	kühlendes	kühlend	A	ADJA	Pos|Neut|_|Sg|St|<PPRES	17	attr	_	_
17	Gedicht	Gedicht	N	NN	Neut|_|Sg	27	obja	_	_
18	nicht	nicht	P	PTKNEG	_	27	adv	_	_
19	ganz	ganz	A	ADV	_	22	adv	_	_
20	und	und	K	KON	_	19	kon	_	_
21	gar	gar	A	ADV	_	20	cj	_	_
22	aus	aus	P	APPR	Dat	27	objp	_	_
23	reinen	rein	A	ADJA	Pos|_|Dat|_|_|	24	attr	_	_
24	Reimen	Reim	N	NN	_|Dat|_	22	pn	_	_
25	und	und	K	KON	_	24	kon	_	_
26	Füßen	Fuß	N	NN	Masc|Dat|Pl	25	cj	_	_
27	machen	machen	V	VVINF	_	28	aux	_	_
28	kann	können	V	VMFIN	3|Sg|Pres|Ind	6	objc	_	_
29	,	,	$	$,	_	0	root	_	_
30	ohne	ohne	P	APPR	Acc	27	pp	_	_
31	Einmischung	Einmischung	N	NN	Fem|Acc|Sg	30	pn	_	_
32	der	die	A	ART	Def|Fem|Gen|Sg	34	det	_	_
33	geringsten	gering	A	ADJA	Sup|Fem|Gen|Sg|Wk|	34	attr	_	_
34	Idee	Idee	N	NN	Fem|Gen|Sg	31	gmod	_	_
35	,	,	$	$,	_	0	root	_	_
36	wiewohl	wiewohl	K	KOUS	_	53	konj	_	_
37	doch	doch	A	ADV	_	53	adv	_	_
38	die	die	A	ART	Def|Neut|Nom|Pl	39	det	_	_
39	bouts	bouts	F	FM	Neut|Nom|Pl	53	subj	_	_
40	rimés	rimés	F	FM	Neut|Nom|Pl	39	app	_	_
41	und	und	K	KON	_	40	kon	_	_
42	die	die	A	ART	Def|Neut|Nom|Pl	47	det	_	_
43	über	über	P	APPR	_	45	pp	_	_
44	Verse	Vers	N	NN	Masc|_|_	43	pn	_	_
45	gestellte	gestellt	A	ADJA	Pos|Neut|Nom|Pl|St|	47	attr	_	_
46	leere	leer	A	ADJA	Pos|Neut|Nom|Pl|St|	47	attr	_	_
47	Metra	Metrum	N	NN	Neut|Nom|Pl	41	cj	_	_
48	die	die	A	ART	Def|Fem|_|Sg	49	det	_	_
49	Möglichkeit	Möglichkeit	N	NN	Fem|_|Sg	53	obja	_	_
50	eines	eine	A	ART	Indef|Neut|Gen|Sg	52	det	_	_
51	solchen	solche	A	PIDAT	Neut|Gen|Sg	52	attr	_	_
52	Ideals	Ideal	N	NN	Neut|Gen|Sg	49	gmod	_	_
53	zeigen	zeigen	V	VVFIN	3|Pl|Pres|_	28	neb	_	_
54	.	.	$	$.	_	0	root	_	_

1	Silbenmaß	Silbenmaß	N	NN	_|Nom|Sg	5	subj	_	_
2	und	und	K	KON	_	1	kon	_	_
3	Reim	Reim	N	NN	Masc|Nom|Sg	2	cj	_	_
4	aber	aber	A	ADV	_	3	adv	_	_
5	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
6	in	in	P	APPR	Dat	5	pp	_	_
7	dieser	diese	A	PDAT	Fem|Dat|Sg	9	det	_	_
8	edlern	edlern	A	ADJA	_|Fem|Dat|Sg|_	9	attr	_	_
9	Prosa	Prosa	N	NN	Fem|Dat|Sg	6	pn	_	_
10	nicht	nicht	P	PTKNEG	_	5	adv	_	_
11	nur	nur	A	ADV	_	5	adv	_	_
12	kein	keine	A	PIAT	Masc|Nom|Sg	13	det	_	_
13	Fehler	Fehler	N	NN	Masc|Nom|Sg	5	pred	_	_
14	,	,	$	$,	_	0	root	_	_
15	wie	wie	K	KOKOM	_	25	kom	_	_
16	in	in	P	APPR	Dat	15	cj	_	_
17	der	die	A	ART	Def|Fem|Dat|Sg	19	det	_	_
18	gemeinen	gemein	A	ADJA	Pos|Fem|Dat|Sg|Wk|	19	attr	_	_
19	Küchenprosa	Küchenprosa	N	NN	Fem|Dat|Sg	16	pn	_	_
20	,	,	$	$,	_	0	root	_	_
21	sondern	sondern	K	KON	_	16	kon	_	_
22	sogar	sogar	A	ADV	_	21	cj	_	_
23	eine	eine	A	ART	Indef|Fem|Nom|Sg	25	det	_	_
24	wesentliche	wesentlich	A	ADJA	Pos|Fem|Nom|Sg|_|	25	attr	_	_
25	Schönheit	Schönheit	N	NN	Fem|Nom|Sg	13	app	_	_
26	und	und	K	KON	_	25	kon	_	_
27	die	die	A	ART	Def|_|_|_	28	det	_	_
28	größte	groß	A	ADJA	_|_|_	26	cj	_	_
29	.	.	$	$.	_	0	root	_	_

