1	Ich	ich	P	PPER	1|Sg|_|Nom	2	subj	1062	1062
19	letzten	letzte	A	ADJA	Pos|Masc|Acc|Sg|_|	20	attr	_	_
20	Satz	Satz	N	NN	Masc|Acc|Sg	15	obja	_	_
21	;	;	$	$.	_	0	root	_	_
22	und	und	K	KON	_	0	root	_	_
23	das	die	P	PDS	Neut|Nom|Sg	24	subj	_	_
24	macht	machen	V	VVFIN	3|Sg|Pres|Ind	22	cj	_	_
25	uns	wir	P	PPER	1|Pl|_|_	24	obja	1134	1134
26	alle	alle	P	PIS	_|Acc|_	25	app	_	_
27	ungemein	ungemein	A	ADV	_	28	adv	_	_
28	konfus	konfus	A	ADJD	Pos|	24	pred	_	_
29	.	.	$	$.	_	0	root	_	_

1	Beklagter	Beklagte	N	NN	Masc|Nom|Sg	2	subj	1067	1067
2	wiederholt	wiederholen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
3	nicht	nicht	P	PTKNEG	_	7	adv	_	_
4	nur	nur	A	ADV	_	7	adv	_	_
5	die	die	A	ART	Def|Fem|_|Sg	7	det	_	_
6	obige	obig	A	ADJA	Pos|Fem|_|Sg|_|	7	attr	_	_
7	Bitte	Bitte	N	NN	Fem|_|Sg	2	obja	_	_
8	,	,	$	$,	_	0	root	_	_
9	ihn	er	P	PPER	3|Sg|Masc|Acc	14	obja	1067	1067
10	bei	bei	P	APPR	Dat	14	pp	_	_
11	seinem	seine	A	PPOSAT	Neut|Dat|Sg	12	det	1067	1067
12	Rechte	Recht	N	NN	Neut|Dat|Sg	10	pn	1135	1135
13	zu	zu	P	PTKZU	_	14	part	_	_
14	schützen	schützen	V	VVINF	_	7	obji	_	_
15	und	und	K	KON	_	14	kon	_	_
16	von	von	P	APPR	_	20	pp	_	_
17	der	die	A	ART	Def|Fem|_|Sg	18	det	1070	1070
18	Klage	Klage	N	NN	Fem|_|Sg	16	pn	1070	1070
19	zu	zu	P	PTKZU	_	20	part	_	_
20	entbinden	entbinden	V	VVINF	_	15	cj	_	_
21	wie	wie	K	KOKOM	_	7	kom	_	_
22	von	von	P	APPR	Dat	21	cj	_	_
23	allen	alle	A	PIDAT	Masc|Dat|Pl	24	det	_	_
24	Schäden	Schaden	N	NN	Masc|Dat|Pl	22	pn	_	_
25	,	,	$	$,	_	0	root	_	_
26	sondern	sondern	K	KON	_	7	kon	_	_
27	setzt	setzen	V	VVFIN	_|_|Pres|Ind	26	cj	_	_
28	auch	auch	A	ADV	_	26	cj	_	_
29	die	die	A	ART	Def|_|_|_	30	det	_	_
30	neue	neu	A	ADJA	_|_|_	26	cj	_	_
31	hinzu	hinzu	P	PTKVZ	_	2	avz	_	_
32	,	,	$	$,	_	0	root	_	_
33	daß	daß	K	KOUS	_	0	root	_	_
34	eine	eine	A	ART	Indef|Fem|_|Sg	36	det	987	987
35	löbliche	löblich	A	ADJA	Pos|Fem|_|Sg|_|	36	attr	987	987
36	Berghauptmannschaft	Berghauptmannschaft	N	NN	Fem|_|Sg	0	root	987	987
37	Klägere	Klägere	N	NE	Fem|_|Sg	36	app	987	987
38	ordentlich	ordentlich	A	ADJD	Pos|	39	adv	_	_
39	zum	zu	P	APPRART	Dat	36	pp	_	_
40	Lesen	Lesen	N	NN	Neut|Dat|Sg	39	pn	_	_
41	seiner	seine	A	PPOSAT	Fem|Gen|Pl	42	det	1135	1135
42	Satiren	Satire	N	NN	Fem|Gen|Pl	40	gmod	_	_
43	,	,	$	$,	_	0	root	_	_
44	so	so	A	ADV	_	58	adv	_	_
45	wie	wie	P	PWAV	_	52	adv	_	_
46	sie	sie	P	PPER	3|Pl|_|Nom	52	subj	1132	1132
47	durch	durch	P	APPR	Acc	52	pp	_	_
48	Gefängnis	Gefängnis	N	NN	Neut|Acc|Sg	47	pn	_	_
49	zum	zu	P	APPRART	Dat	53	objp	_	_
50	debito	debito	A	ADJA	_	51	attr	_	_
51	conjugali	conjugali	N	NN	_|Dat|_	49	pn	_	_
52	können	können	V	VMFIN	3|Pl|Pres|_	59	subjc	_	_
53	gebracht	bringen	V	VVPP	_	54	aux	_	_
54	werden	werden	V	VAINF	_	52	aux	_	_
55	,	,	$	$,	_	0	root	_	_
56	durch	durch	P	APPR	Acc	58	pp	_	_
57	Stubenarrest	Stubenarrest	N	NN	Masc|Acc|Sg	56	pn	_	_
58	anhalten	anhalten	V	VVINF	_	59	aux	_	_
59	möge	mögen	V	VMFIN	_|Sg|Pres|_	0	root	_	_
60	;	;	$	$.	_	0	root	_	_
61	er	er	P	PPER	3|Sg|Masc|Nom	62	subj	1	1
62	will	wollen	V	VMFIN	3|Sg|Pres|Ind	0	root	_	_
63	sich	sie	P	PRF	3|_|_	62	obja	_	_
64	übrigens	übrigens	A	ADV	_	66	adv	_	_
65	seinen	seine	A	PPOSAT	Masc|Acc|Sg	66	det	1	1
66	Gegenbeweis	Gegenbeweis	N	NN	Masc|Acc|Sg	0	root	_	_
67	,	,	$	$,	_	0	root	_	_
68	fremde	fremd	A	ADJA	Pos|Masc|Acc|Pl|St|	69	attr	_	_
69	Schwüre	Schwur	N	NN	Masc|Acc|Pl	66	kon	_	_
70	und	und	K	KON	_	69	kon	_	_
71	allerlei	allerlei	A	PIAT	Fem|Acc|Sg	73	det	_	_
72	rechtliche	rechtlich	A	ADJA	Pos|Fem|Acc|Sg|_|	73	attr	_	_
73	Notdurft	Notdurft	N	NN	Fem|Acc|Sg	70	cj	_	_
74	hiemit	hiemit	N	NE	Fem|Acc|Sg	73	app	_	_
75	vorbedungen	vorbedingt	A	ADJD	Pos|	0	root	_	_
76	haben	haben	V	VAINF	_	0	root	_	_
77	.	.	$	$.	_	0	root	_	_

1	Desuper	Desuper	N	NE	_	0	root	_	_
2	.	.	$	$.	_	0	root	_	_
3	«	«	$	$(	_	0	root	_	_

