1	O	O	N	NN	Neut|_|_	0	root	1063	1063
40	Seelen-Tag	Seelen-Tag	N	NN	Masc|Acc|Sg	41	obja	_	_
41	regierende	regierend	A	ADJA	Pos|Neut|_|Sg|Wk|<PPRES	42	attr	_	_
42	Licht	Licht	N	NN	Neut|_|Sg	37	app	_	_
43	,	,	$	$,	_	0	root	_	_
44	und	und	K	KON	_	37	kon	_	_
45	nachts	nachts	A	ADV	_	48	adv	_	_
46	eine	eine	A	ART	Indef|Fem|_|Sg	48	det	_	_
47	lebendige	lebendig	A	ADJA	Pos|Fem|_|Sg|_|	48	attr	_	_
48	Milchstraße	Milchstraße	N	NN	Fem|_|Sg	44	cj	_	_
49	.	.	$	$.	_	0	root	_	_

1	-	-	$	$(	_	0	root	_	_
2	Überdies	überdies	A	ADV	_	3	adv	_	_
3	wird	werden	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
4	wohl	wohl	A	ADV	_	3	adv	_	_
5	jedem	jede	A	PIAT	Masc|Dat|Sg	6	det	1275	1275
6	Fötus	Fötus	N	NN	Masc|Dat|Sg	3	objd	1275	1275
7	,	,	$	$,	_	0	root	1275	1275
8	der	die	P	PRELS	Masc|Nom|Sg	12	subj	1275	1275
9	keinen	keine	A	PIAT	Masc|Acc|Sg	11	det	_	_
10	andern	andern	A	ADJA	_|Masc|Acc|Sg|_	11	attr	_	_
11	Umgang	Umgang	N	NN	Masc|Acc|Sg	12	obja	_	_
12	hat	haben	V	VAFIN	3|Sg|Pres|Ind	6	rel	_	_
13	als	als	K	KOKOM	_	0	root	_	_
14	seinen	seine	A	PPOSAT	_|_|_	0	root	1275	1275
15	eignen	eignen	V	VVINF	_	0	root	_	_
16	,	,	$	$,	_	0	root	_	_
17	am	an	P	APPRART	Dat	21	pp	_	_
18	meisten	meiste	P	PIS	_|Dat|_	17	pn	_	_
19	die	die	A	ART	Def|Fem|_|Sg	20	det	52	52
20	Zeit	Zeit	N	NN	Fem|_|Sg	21	grad	52	52
21	lang	lang	A	ADJD	Pos|	0	root	_	_
22	.	.	$	$.	_	0	root	_	_

1	Freilich	freilich	A	ADV	_	2	adv	_	_
2	Zwillinge	Zwilling	N	NN	Masc|Nom|Pl	19	subj	_	_
3	,	,	$	$,	_	0	root	_	_
4	Drillinge	Drilling	N	NN	Masc|Nom|Pl	2	kon	1276	1276
5	,	,	$	$,	_	0	root	_	_
6	Vierlinge	Vierling	N	NN	Masc|Nom|Pl	2	app	_	_
7	,	,	$	$,	_	0	root	_	_
8	die	die	P	PRELS	Masc|Nom|Pl	17	subj	1276	1276
9	gleichsam	gleichsam	A	ADJD	_	17	adv	_	_
10	schon	schon	A	ADV	_	17	adv	_	_
11	als	als	K	KOKOM	_	17	kom	_	_
12	Residenzstädter	Residenzstädter	N	NN	_	11	cj	_	_
13	in	in	P	APPR	_	17	pp	_	_
14	Klubs	Klub	N	NN	Masc|_|Pl	13	pn	_	_
15	und	und	K	KON	_	14	kon	_	_
16	Casinos	Casino	N	NN	Neut|_|Pl	15	cj	_	_
17	leben	leben	V	VVFIN	3|Pl|Pres|_	6	rel	_	_
18	,	,	$	$,	_	0	root	_	_
19	wissen	wissen	V	VVFIN	3|Pl|Pres|_	0	root	_	_
20	davon	davon	P	PROAV	_	19	pp	_	_
21	nichts	nichts	P	PIS	_	19	obja	_	_
22	.	.	$	$.	_	0	root	_	_

1	Aber	aber	K	KON	_	0	root	_	_
2	ein	eine	A	ART	Indef|_|_|Sg	3	det	_	_
3	Kron-	Kron-	T	TRUNC	Masc|Nom|Sg	21	subj	_	_
4	und	und	K	KON	_	3	kon	_	_
5	Erbfötus	Erbfötus	N	NN	Masc|_|Sg	4	cj	1277	1277
6	,	,	$	$,	_	0	root	1277	1277
7	der	die	P	PRELS	Masc|Nom|Sg	19	subj	1277	1277
8	drei	drei	C	CARD	_	9	attr	_	_
9	Viertel	Viertel	N	NN	_|_|Pl	18	obja	_	_
10	des	die	A	ART	Def|Neut|Gen|Sg	11	det	898	898
11	Jahres	Jahr	N	NN	Neut|Gen|Sg	9	gmod	898	898
12	ohne	ohne	P	APPR	Acc	18	pp	_	_
13	Gesellschaft-Cavaliere	Gesellschaft-Cavaliere	N	NN	_|Acc|_	12	pn	_	_
14	und	und	K	KON	_	13	kon	_	_
15	Ehrendamen	Ehrendame	N	NN	_|Acc|_	14	cj	_	_
16	im	in	P	APPRART	Dat	18	pp	_	_
17	Uterus	Uterus	N	NN	Masc|Dat|Sg	16	pn	1278	1278
18	ausharren	ausharren	V	VVINF	_	19	aux	_	_
19	muß	müssen	V	VMFIN	3|Sg|Pres|Ind	5	rel	_	_
20	,	,	$	$,	_	0	root	_	_
21	lechzet	lechzen	V	VVFIN	2|Pl|Pres|Subj	1	cj	_	_
22	nach	nach	P	APPR	Dat	21	pp	_	_
23	seinem	seine	A	PPOSAT	Masc|Dat|Sg	24	det	1278	1278
24	Hofe	Hof	N	NN	Masc|Dat|Sg	22	pn	_	_
25	;	;	$	$.	_	0	root	_	_
26	daher	daher	P	PROAV	_	0	root	_	_
27	ein	eine	A	ART	Indef|_|_|Sg	0	root	_	_
28	solcher	solche	A	PIDAT	_|_|_	0	root	_	_
29	auch	auch	A	ADV	_	33	adv	_	_
30	gewöhnlich	gewöhnlich	A	ADJD	Pos|	33	adv	_	_
31	seiner	seine	A	PPOSAT	Fem|Dat|Sg	33	det	1277	1277
32	ersten	erst	A	ADJA	_|Fem|Dat|Sg|Wk|	33	attr	_	_
33	Langweile	Langweile	N	NN	Fem|Dat|Sg	38	objd	_	_
34	mit	mit	P	APPR	Dat	33	pp	_	_
35	solchen	solche	A	PIDAT	_|Dat|_	37	det	_	_
36	forderten	forderten	A	ADJA	_|_|Dat|_|_	37	attr	_	_
37	Eilmärschen	Eilmarsch	N	NN	_|Dat|_	34	pn	_	_
38	entspringt	entspringen	V	VVFIN	_|_|Pres|Ind	0	root	_	_
39	,	,	$	$,	_	0	root	_	_
40	daß	daß	K	KOUS	_	53	konj	_	_
41	er	er	P	PPER	3|Sg|Masc|Nom	53	subj	1277	1277
42	oft	oft	A	ADV	_	53	adv	_	_
43	halbtot	halbtot	A	ADJD	_	53	adv	_	_
44	und	und	K	KON	_	43	kon	_	_
45	(	(	$	$(	_	0	root	_	_
46	wie	wie	K	KOKOM	_	44	par	_	_
47	jeder	jede	A	PIDAT	Masc|Nom|Sg	48	det	_	_
48	Fötus	Fötus	N	NN	Masc|Nom|Sg	46	cj	_	_
49	)	)	$	$(	_	0	root	_	_
50	atemlos	atemlos	A	ADJD	Pos|	44	cj	_	_
51	und	und	K	KON	_	50	kon	_	_
52	unbrauchbar	unbrauchbar	A	ADJD	Pos|	51	cj	_	_
53	anlangt	anlangen	V	VVFIN	3|Sg|Pres|Ind	38	objc	_	_
54	.	.	$	$.	_	0	root	_	_

1	Wir	wir	P	PPER	1|Pl|_|Nom	2	subj	1279	1279
2	brauchen	brauchen	V	VVFIN	1|Pl|Pres|_	0	root	_	_
3	uns	wir	P	PRF	1|Pl|_	6	obja	_	_
4	nicht	nicht	P	PTKNEG	_	6	adv	_	_
5	zu	zu	P	PTKZU	_	6	part	_	_
6	übereilen	übereilen	V	VVINF	_	2	obji	_	_
7	im	in	P	APPRART	Dat	0	root	_	_
8	Beschreiben	Beschreibe	N	NN	_|Dat|_	7	pn	_	_
9	;	;	$	$.	_	0	root	_	_
10	-	-	$	$(	_	0	root	_	_
11	kein	keine	A	PIAT	_|_|Sg	12	det	_	_
12	Lever	Lever	N	NN	_|_|Sg	0	root	_	_
13	,	,	$	$,	_	0	root	_	_
14	kein	keine	A	PIAT	Masc|Nom|Sg	15	det	_	_
15	Eintritt	Eintritt	N	NN	Masc|Nom|Sg	18	subj	_	_
16	bei	bei	P	APPR	Dat	15	pp	_	_
17	Hofe	Hof	N	NN	Masc|Dat|Sg	16	pn	_	_
18	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
19	so	so	A	ADV	_	20	adv	_	_
20	wichtig	wichtig	A	ADJD	Pos|	18	pred	_	_
21	als	als	K	KOKOM	_	0	root	_	_
22	der	die	A	ART	Def|_|_|_	0	root	_	_
23	in	in	P	APPR	Acc	0	root	_	_
24	eine	eine	A	ART	Indef|Fem|Acc|Sg	25	det	_	_
25	Erde	Erde	N	NN	Fem|Acc|Sg	23	pn	_	_
26	,	,	$	$,	_	0	root	_	_
27	wo	wo	P	PWAV	_	33	adv	_	_
28	ja	ja	A	ADV	_	33	adv	_	_
29	sämtliche	sämtliche	A	PIDAT	Masc|Nom|Pl	30	det	_	_
30	Höfe	Hof	N	NN	Masc|Nom|Pl	33	subj	_	_
31	und	und	K	KON	_	30	kon	_	_
32	Vorhöfe	Vorhof	N	NN	Masc|Nom|Pl	31	cj	_	_
33	wohnen	wohnen	V	VVFIN	_|Pl|Pres|_	25	rel	_	_
34	.	.	$	$.	_	0	root	_	_

1	-	-	$	$(	_	0	root	_	_
2	Ich	ich	P	PPER	1|Sg|_|Nom	3	subj	1280	1280
3	tue	tun	V	VVFIN	1|Sg|Pres|_	0	root	_	_
4	demnach	demnach	P	PROAV	_	3	pp	_	_
5	lieber	lieb	A	ADJD	Comp|	3	adv	_	_
6	wieder	wieder	A	ADV	_	3	adv	_	_
7	hundert	hundert	C	CARD	_	8	attr	_	_
8	Schritte	Schritt	N	NN	Masc|_|Pl	3	obja	_	_
9	zurück	zurück	P	PTKVZ	_	3	avz	_	_
10	,	,	$	$,	_	0	root	_	_
11	um	um	K	KOUI	_	22	konj	_	_
12	mich	ich	P	PPER	1|Sg|_|Acc	22	obja	857	857
13	und	und	K	KON	_	12	kon	_	_
14	die	die	A	ART	Def|Masc|Acc|Pl	15	det	1021	1021
15	Leser	Leser	N	NN	Masc|Acc|Pl	13	cj	1021	1021
16	so	so	A	ADV	_	17	adv	_	_
17	lange	lange	A	ADJD	_	22	adv	_	_
18	im	in	P	APPRART	Dat	22	objp	_	_
19	Uterus	Uterus	N	NN	Masc|Dat|Sg	18	pn	1278	1278
20	fest	fest	A	ADJD	Pos|	22	adv	_	_
21	zu	zu	P	PTKZU	_	22	part	_	_
22	halten	halten	V	VVINF	_	3	neb	_	_
23	,	,	$	$,	_	0	root	_	_
24	bis	bis	K	KOUS	_	35	konj	_	_
25	wir	wir	P	PPER	1|Pl|_|Nom	35	subj	1279	1279
26	die	die	A	ART	Def|Fem|_|Pl	28	det	_	_
27	schafmäßigen	schafmäßig	A	ADJA	Pos|Fem|_|Pl|Wk|	28	attr	_	_
28	Vorstellungen	Vorstellung	N	NN	Fem|_|Pl	34	obja	_	_
29	des	die	A	ART	Def|Masc|Gen|Sg	30	det	1246	1246
30	Fötus	Fötus	N	NN	Masc|Gen|Sg	28	gmod	1246	1246
31	von	von	P	APPR	_	28	pp	_	_
32	seiner	seine	A	PPOSAT	Fem|_|Sg	33	det	1278	1278
33	Zukunft	Zukunft	N	NN	Fem|_|Sg	31	pn	_	_
34	durchgegangen	durchgehen	V	VVPP	_	35	aux	_	_
35	haben	haben	V	VAFIN	1|Pl|Pres|_	22	neb	_	_
36	.	.	$	$.	_	0	root	_	_

1	Wie	wie	K	KOKOM	_	0	root	_	_
2	gesagt	sagen	V	VVPP	_	1	cj	_	_
3	,	,	$	$,	_	0	root	_	_
4	ich	ich	P	PPER	1|Sg|_|Nom	5	subj	1280	1280
5	hatte	haben	V	VAFIN	1|Sg|Past|Ind	0	root	_	_
6	da	da	A	ADV	_	5	adv	_	_
7	andere	andere	A	ADJA	_|Fem|_|Pl|_	8	attr	_	_
8	Hoffnungen	Hoffnung	N	NN	Fem|_|Pl	5	obja	_	_
9	,	,	$	$,	_	0	root	_	_
10	nämlich	nämlich	A	ADV	_	12	adv	_	_
11	die	die	A	ART	Def|_|_|_	12	det	_	_
12	allergrößten	allergroß	A	ADJA	_|_|Pl	8	kon	_	_
13	vom	von	P	APPRART	Dat	5	pp	_	_
14	Erdleben	Erdleben	N	NN	Neut|Dat|_	13	pn	_	_
15	.	.	$	$.	_	0	root	_	_

1	Und	und	K	KON	_	0	root	_	_
2	warum	warum	P	PWAV	_	1	cj	_	_
3	nicht	nicht	P	PTKNEG	_	2	adv	_	_
4	?	?	$	$.	_	0	root	_	_

1	-	-	$	$(	_	0	root	_	_
2	Ein	ein	A	ART	Indef|Masc|Nom|Sg	3	det	1281	1281
3	Fötus	Fötus	N	NN	Masc|Nom|Sg	24	subj	1281	1281
4	wie	wie	K	KOKOM	_	3	kom	1281	1281
5	ich	ich	P	PPER	1|Sg|_|Nom	4	cj	1280	1280
6	oder	oder	K	KON	_	5	kon	_	_
7	der	die	A	ART	Def|Masc|Nom|Sg	8	det	422	422
8	Leser	Leser	N	NN	Masc|Nom|Sg	6	cj	422	422
9	-	-	$	$(	_	0	root	_	_
10	im	in	P	APPRART	Dat	22	pp	_	_
11	einzigen	einzig	A	ADJA	Pos|Neut|Dat|Sg|Wk|	14	attr	_	_
12	gesunden	gesund	A	ADJA	Pos|Neut|Dat|Sg|Wk|	14	attr	_	_
13	warmen	warm	A	ADJA	Pos|Neut|Dat|Sg|Wk|	14	attr	_	_
14	Klima	Klima	N	NN	Neut|Dat|Sg	10	pn	_	_
15	ohne	ohne	P	APPR	Acc	22	pp	_	_
16	Wechsel	Wechsel	N	NN	Masc|Acc|_	15	pn	_	_
17	der	die	A	ART	Def|_|_|_	18	det	_	_
18	Jahr-	Jahr-	T	TRUNC	Fem|_|Sg	16	gmod	_	_
19	und	und	K	KON	_	18	kon	_	_
20	der	die	A	ART	Def|Fem|_|Sg	21	det	_	_
21	Tag-Zeit	Tag-Zeit	N	NN	Fem|_|Sg	19	cj	_	_
22	wohnend	wohnen	A	ADJD	_|<PPRES	24	adv	_	_
23	-	-	$	$(	_	0	root	_	_
24	ernährt	ernähren	V	VVPP	_	47	neb	_	_
25	wie	wie	K	KOKOM	_	47	kom	_	_
26	ein	eine	A	ART	Indef|Masc|Nom|Sg	27	det	_	_
27	Dorfbettler	Dorfbettler	N	NN	Masc|Nom|Sg	25	cj	_	_
28	von	von	P	APPR	Dat	27	pp	_	_
29	seinem	seine	A	PPOSAT	_|Dat|Sg	30	det	1281	1281
30	Wohnorte	Wohnort	N	NN	_|Dat|Sg	28	pn	1282	1282
31	-	-	$	$(	_	0	root	1282	1282
32	Teil	Teil	N	NN	_|Dat|Sg	30	app	1282	1282
33	an	an	P	APPR	_	32	pp	1282	1282
34	allem	alle	P	PIS	Neut|Dat|Sg	35	objd	1282	1282
35	habend	haben	A	ADJD	_|<PPRES	33	pn	1282	1282
36	,	,	$	$,	_	0	root	1282	1282
37	was	was	P	PRELS	Neut|Nom|Sg	40	subj	1282	1282
38	seine	seine	A	PPOSAT	Fem|_|Sg	39	det	1282	1282
39	Landesmutter	Landesmutter	N	NN	Fem|_|Sg	40	obja	_	_
40	genoß	genoß	V	VVFIN	_|Sg|_|_	34	rel	_	_
41	-	-	$	$(	_	0	root	_	_
42	im	in	P	APPRART	Dat	47	pp	_	_
43	eigentlichen	eigentlich	A	ADJA	Pos|Masc|Dat|Sg|Wk|	44	attr	_	_
44	Sinne	Sinn	N	NN	Masc|Dat|Sg	42	pn	_	_
45	von	von	P	APPR	_	44	pp	_	_
46	Liebe	Liebe	N	NN	Fem|_|Sg	45	pn	_	_
47	umfaßt	umfaßt	V	VVFIN	_	0	root	_	_
48	,	,	$	$,	_	0	root	_	_
49	mit	mit	P	APPR	Dat	56	pp	_	_
50	seinem	seine	A	PPOSAT	Neut|Dat|Sg	51	det	1282	1282
51	Herz	Herz	N	NN	Neut|Dat|Sg	49	pn	_	_
52	und	und	K	KON	_	51	kon	_	_
53	Glück	Glück	N	NN	Neut|Dat|Sg	52	cj	458	458
54	am	an	P	APPRART	Dat	56	pp	_	_
55	fremden	fremd	A	ADJA	Pos|_|Dat|_|_|	54	pn	_	_
56	hängend	hängen	A	ADJD	_|<PPRES	0	root	_	_
57	und	und	K	KON	_	56	kon	_	_
58	lebend	leben	A	ADJD	_|<PPRES	57	cj	_	_
59	wie	wie	K	KOKOM	_	0	root	_	_
60	dieses	diese	A	PDAT	_|_|Sg	0	root	_	_
61	von	von	P	APPR	Dat	0	root	_	_
62	seinem	seine	A	PPOSAT	_|Dat|Sg	61	pn	458	458
63	-	-	$	$(	_	0	root	_	_
64	dabei	dabei	P	PROAV	_	0	root	_	_
65	ohne	ohne	P	APPR	Acc	0	root	_	_
66	alle	alle	A	PIDAT	Fem|Acc|Sg	67	det	_	_
67	Nahrungssorge	Nahrungssorge	N	NN	Fem|Acc|Sg	65	pn	_	_
68	,	,	$	$,	_	0	root	_	_
69	außer	außer	P	APPR	Dat	71	pp	_	_
70	etwan	etwan	N	NE	_|Dat|_	69	pn	596	596
71	die	die	P	PDS	_|_|_	0	root	_	_
72	,	,	$	$,	_	0	root	_	_
73	daß	daß	K	KOUS	_	77	konj	_	_
74	er	er	P	PPER	3|Sg|Masc|Nom	77	subj	1282	1282
75	zu	zu	P	PTKA	_	76	adv	_	_
76	dick	dick	A	ADJD	Pos|	77	pred	_	_
77	würde	werden	V	VAFIN	3|Sg|Past|Subj	126	neb	_	_
78	,	,	$	$,	_	0	root	_	_
79	weil	weil	K	KOUS	_	85	konj	_	_
80	er	er	P	PPER	3|Sg|Masc|Nom	85	subj	1282	1282
81	ein	eine	A	ART	Indef|Neut|_|Sg	84	det	_	_
82	solches	solche	A	PIDAT	Neut|_|Sg	84	attr	_	_
83	indisches	indisch	A	ADJA	Pos|Neut|_|Sg|St|	84	attr	_	_
84	Vogelnest	Vogelnest	N	NN	Neut|_|Sg	85	obja	_	_
85	bewohnte	bewohnen	V	VVFIN	3|Sg|Past|_	126	neb	_	_
86	und	und	K	KON	_	85	kon	_	_
87	verzehrte	verzehren	V	VVFIN	_|Sg|Past|_	86	cj	_	_
88	als	als	K	KOKOM	_	87	kom	_	_
89	Mußteil	Mußteil	N	NN	_|Nom|Sg	88	cj	_	_
90	,	,	$	$,	_	0	root	_	_
91	daß	daß	K	KOUS	_	101	konj	_	_
92	der	die	A	ART	Def|Masc|Nom|Sg	94	det	1283	1283
93	nachherige	nachherige	A	ADJA	_|Masc|Nom|Sg|_	94	attr	1283	1283
94	Kindtaufschmaus	Kindtaufschmaus	N	NN	Masc|Nom|Sg	101	subj	1283	1283
95	nicht	nicht	P	PTKNEG	_	101	adv	_	_
96	einmal	einmal	A	ADV	_	101	adv	_	_
97	als	als	K	KOKOM	_	101	kom	_	_
98	eine	eine	A	ART	Indef|Fem|_|Sg	100	det	_	_
99	gute	gut	A	ADJA	Pos|Fem|_|Sg|_|	100	attr	_	_
100	Henkermahlzeit	Henkermahlzeit	N	NN	Fem|_|Sg	97	cj	_	_
101	ausfiel	ausfallen	V	VVFIN	3|Sg|Past|Ind	89	objc	_	_
102	-	-	$	$(	_	0	root	_	_
103	-	-	$	$(	_	101	par	_	_
104	-	-	$	$(	_	0	root	_	_
105	,	,	$	$,	_	0	root	_	_
106	ein	eine	A	ART	Indef|Masc|Nom|Sg	107	det	_	_
107	Fötus	Fötus	N	NN	Masc|Nom|Sg	89	app	_	_
108	,	,	$	$,	_	0	root	_	_
109	der	die	P	PRELS	Masc|Nom|Sg	113	subj	1283	1283
110	dergleichen	dergleichen	A	ADV	_	113	adv	_	_
111	blühende	blühend	A	ADJA	Pos|Masc|_|Pl|St|<PPRES	112	attr	_	_
112	Vorlenze	Vorlenz	N	NN	Masc|_|Pl	113	obja	_	_
113	erfährt	erfahren	V	VVFIN	3|Sg|Pres|Ind	107	rel	_	_
114	,	,	$	$,	_	0	root	_	_
115	gerade	gerade	A	ADV	_	87	adv	_	_
116	im	in	P	APPRART	Dat	87	pp	_	_
117	unbesonnensten	unbesonnen	A	ADJA	Sup|_|Dat|Sg|Wk|	120	attr	_	_
118	und	und	K	KON	_	117	kon	_	_
119	feurigsten	feurig	A	ADJA	Sup|_|Dat|_|_|	118	cj	_	_
120	Lebenalter	Lebenalter	N	NN	_|Dat|Sg	116	pn	_	_
121	(	(	$	$(	_	0	root	_	_
122	denn	denn	A	ADV	_	123	adv	_	_
123	15	15	C	CARD	_	124	attr	_	_
124	Jahre	Jahr	N	NN	Neut|_|Pl	125	grad	_	_
125	später	spät	A	ADJD	_|	126	adv	_	_
126	regiert	regieren	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
127	natürlich	natürlich	A	ADJD	Pos|	126	adv	_	_
128	ruhiger	ruhig	A	ADJD	Comp|	129	adv	_	_
129	kalter	kalt	A	ADJA	Pos|Masc|Nom|Sg|St|	130	attr	_	_
130	Verstand	Verstand	N	NN	Masc|Nom|Sg	126	subj	_	_
131	)	)	$	$(	_	0	root	_	_
132	,	,	$	$,	_	0	root	_	_
133	der	die	P	PDS	Masc|Nom|Sg	134	subj	_	_
134	ist	sein	V	VAFIN	3|Sg|Pres|Ind	126	kon	_	_
135	freilich	freilich	A	ADV	_	134	adv	_	_
136	nicht	nicht	P	PTKNEG	_	134	adv	_	_
137	der	die	A	ART	Def|Masc|Nom|Sg	138	det	857	857
138	Mann	Mann	N	NN	Masc|Nom|Sg	134	pred	857	857
139	darnach	darnach	N	NE	Masc|Nom|Sg	138	app	857	857
140	,	,	$	$,	_	0	root	_	_
141	welcher	welche	P	PRELS	Masc|Nom|Sg	149	subj	857	857
142	von	von	P	APPR	_	148	pp	_	_
143	der	die	A	ART	Def|Fem|_|Sg	145	det	_	_
144	künftigen	künftig	A	ADJA	Pos|Fem|_|Sg|Wk|	145	attr	_	_
145	Erden-Schererei	Erden-Schererei	N	NN	Fem|_|Sg	142	pn	_	_
146	sich	sie	P	PRF	3|_|_	148	obja	_	_
147	etwas	etwas	A	ADV	_	148	adv	_	_
148	träumen	träumen	V	VVINF	_	149	obji	_	_
149	läßt	lassen	V	VVFIN	3|Sg|Pres|Ind	139	rel	_	_
150	.	.	$	$.	_	0	root	_	_

1	Aber	aber	K	KON	_	0	root	_	_
2	völlig	völlig	A	ADJD	Pos|	3	adv	_	_
3	schnappt	schnappen	V	VVFIN	3|Sg|Pres|Ind	1	cj	_	_
4	er	er	P	PPER	3|Sg|Masc|Nom	3	subj	857	857
5	über	über	A	ADV	_	3	adv	_	_
6	und	und	K	KON	_	3	kon	_	_
7	sieht	sehen	V	VVFIN	3|Sg|Pres|Ind	6	cj	_	_
8	umgekehrt	umgekehrt	A	ADJD	Pos|	7	adv	_	_
9	die	die	A	ART	Def|Fem|_|Sg	11	det	1285	1285
10	leere	leer	A	ADJA	Pos|Fem|_|Sg|_|	11	attr	1285	1285
11	Erden-Baßgeige	Erden-Baßgeige	N	NN	Fem|_|Sg	7	obja	1285	1285
12	für	für	P	APPR	Acc	11	pp	1285	1285
13	einen	eine	A	ART	Indef|Masc|Acc|Sg	14	det	1285	1285
14	Himmel	Himmel	N	NN	Masc|Acc|Sg	12	pn	1285	1285
15	an	an	P	PTKVZ	_	7	avz	_	_
16	,	,	$	$,	_	0	root	_	_
17	wenn	wenn	K	KOUS	_	26	konj	_	_
18	er	er	P	PPER	3|Sg|Masc|Nom	26	subj	857	857
19	gar	gar	A	ADV	_	25	adv	_	_
20	über	über	P	APPR	Dat	25	pp	_	_
21	seinen	seine	A	PPOSAT	Neut|Dat|Sg	23	det	857	857
22	geistigen	geistig	A	ADJA	Pos|Neut|Dat|Sg|Wk|	23	attr	_	_
23	Wachstum	Wachstum	N	NN	Neut|Dat|Sg	20	pn	_	_
24	etwas	etwas	A	ADV	_	25	adv	_	_
25	vermuten	vermuten	V	VVINF	_	26	aux	_	_
26	will	wollen	V	VMFIN	3|Sg|Pres|Ind	7	neb	_	_
27	.	.	$	$.	_	0	root	_	_

1	Schon	schon	A	ADV	_	2	adv	_	_
2	vor	vor	P	APPR	Dat	8	pp	_	_
3	neun	neun	C	CARD	_	4	attr	_	_
4	Monaten	Monat	N	NN	Masc|Dat|Pl	2	pn	_	_
5	mit	mit	P	APPR	Dat	4	pp	_	_
6	einigen	einige	A	PIAT	_|Dat|_	7	det	_	_
7	Sinnen	Sinn	N	NN	_|Dat|_	5	pn	_	_
8	beschenkt	beschenken	V	VVFIN	_|_|Pres|Ind	10	s	_	_
9	,	,	$	$,	_	0	root	_	_
10	schließt	schließen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
11	er	er	P	PPER	3|Sg|Masc|Nom	10	subj	857	857
12	,	,	$	$,	_	0	root	_	_
13	was	was	P	PWS	Neut|_|Sg	23	obja	_	_
14	er	er	P	PPER	3|Sg|Masc|Nom	24	subj	857	857
15	vollends	vollends	A	ADV	_	23	adv	_	_
16	von	von	P	APPR	Dat	23	pp	_	_
17	künftigen	künftig	A	ADJA	Pos|Masc|Dat|Pl|_|	19	attr	_	_
18	180	180	C	CARD	_	19	attr	_	_
19	Monaten	Monat	N	NN	Masc|Dat|Pl	16	pn	_	_
20	an	an	P	APPR	_	23	pp	_	_
21	Sinnen	Sinn	N	NN	_|_|_	20	pn	1284	1284
22	zu	zu	P	PTKZU	_	23	part	_	_
23	erben	erben	V	VVINF	_	24	aux	_	_
24	habe	haben	V	VAFIN	3|Sg|Pres|Subj	11	rel	_	_
25	.	.	$	$.	_	0	root	_	_

1	Was	was	P	PWS	Neut|_|Sg	0	root	_	_
2	hofft	hoffen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
3	er	er	P	PPER	3|Sg|Masc|Nom	2	subj	857	857
4	nicht	nicht	P	PTKNEG	_	5	adv	_	_
5	für	für	P	APPR	Acc	9	pp	_	_
6	Liebe	Liebe	N	NN	_|Acc|_	5	pn	_	_
7	von	von	P	APPR	Dat	6	pp	_	_
8	dem	die	P	PDS	_|Dat|Sg	7	pn	_	_
9	nähern	nähern	V	VVFIN	_|Pl|Pres|_	0	root	_	_
10	Zusammenleben	Zusammenleben	N	NN	Neut|Nom|Sg	23	subj	_	_
11	mit	mit	P	APPR	Dat	10	pp	_	_
12	so	so	A	ADV	_	15	adv	_	_
13	viel	viel	A	ADV	_	14	adv	_	_
14	tausend	tausend	C	CARD	_	15	attr	_	_
15	Seelen	Seele	N	NN	Fem|Dat|Pl	11	pn	_	_
16	,	,	$	$,	_	0	root	_	_
17	an	an	P	APPR	Acc	23	objp	_	_
18	sie	sie	P	PPER	3|_|_|Acc	17	pn	1285	1285
19	durch	durch	P	APPR	Acc	18	pp	_	_
20	ein	eine	A	ART	Indef|Neut|Acc|Sg	22	det	_	_
21	geistigeres	geistig	A	ADJA	Comp|Neut|Acc|Sg|St|	22	attr	_	_
22	Band	Band	N	NN	Neut|Acc|Sg	19	pn	_	_
23	geknüpft	knüpfen	V	VVPP	_	9	neb	_	_
24	,	,	$	$,	_	0	root	_	_
25	als	als	K	KOUS	_	29	konj	_	_
26	die	die	A	ART	Def|Fem|Nom|Sg	28	det	_	_
27	jetzige	jetzig	A	ADJA	Pos|Fem|Nom|Sg|_|	28	attr	_	_
28	Nabelschnur	Nabelschnur	N	NN	Fem|Nom|Sg	29	subj	_	_
29	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
30	!	!	$	$.	_	0	root	_	_

1	Was	was	P	PWS	Neut|_|Sg	0	root	_	_
2	verspricht	versprechen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
3	er	er	P	PPER	3|Sg|Masc|Nom	2	subj	857	857
4	sich	sie	P	PRF	3|_|_	2	obja	_	_
5	nicht	nicht	P	PTKNEG	_	2	adv	_	_
6	für	für	P	APPR	Acc	2	pp	_	_
7	Kenntnisse	Kenntnis	N	NN	Fem|Acc|Pl	6	pn	_	_
8	von	von	P	APPR	Dat	7	pp	_	_
9	so	so	A	ADV	_	10	adv	_	_
10	unzähligen	unzählig	A	ADJA	Pos|Fem|Dat|Pl|_|	11	attr	_	_
