1	Leibgeber	Leibgeber	N	NN	Masc|_|_	0	root	183	183
107	Sobouroff	Sobouroff	N	NN	Masc|Gen|Sg	105	gmod	302	302
108	,	,	$	$,	_	0	root	302	302
109	der	die	P	PRELS	Masc|Nom|Sg	113	subj	302	302
110	sich	sie	P	PRF	3|_|Dat	113	objd	_	_
111	selber	selber	A	ADV	_	113	adv	_	_
112	Geld	Geld	N	NN	Neut|_|Sg	113	obja	_	_
113	borgte	borgen	V	VVFIN	3|Sg|Past|_	107	rel	_	_
114	,	,	$	$,	_	0	root	_	_
115	sich	sie	P	PRF	3|_|_	117	obja	_	_
116	Wechsel	Wechsel	N	NN	Masc|Nom|Sg	117	subj	_	_
117	ausstellte	ausstellen	V	VVFIN	3|Sg|Past|_	0	root	_	_
118	,	,	$	$,	_	0	root	_	_
119	sie	sie	P	PPER	3|Sg|Fem|Nom	121	subj	13	13
120	oft	oft	A	ADV	_	121	adv	_	_
121	protestierte	protestieren	V	VVFIN	3|Sg|Past|_	0	root	_	_
122	und	und	K	KON	_	0	root	_	_
123	sich	sie	P	PRF	3|_|_	122	cj	_	_
124	nach	nach	P	APPR	Dat	127	pp	_	_
125	dem	die	A	ART	Def|Neut|Dat|Sg	126	det	_	_
126	Wechselrechte	Wechselrecht	N	NN	Neut|Dat|Sg	124	pn	_	_
127	strenge	strengen	V	VVFIN	3|Sg|Pres|Subj	0	root	_	_
128	genug	genug	A	PIAT	_	129	det	_	_
129	behandelte	behandelt	A	ADJA	_|_|_	127	subj	_	_
130	;	;	$	$.	_	0	root	_	_
131	bloß	bloß	A	ADV	_	132	adv	_	_
132	zu	zu	P	APPR	Dat	135	pp	_	_
133	ihrer	ihre	A	PPOSAT	Fem|Dat|Sg	134	det	13	13
134	Verherrlichung	Verherrlichung	N	NN	Fem|Dat|Sg	132	pn	_	_
135	tut	tun	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
136	die	die	A	ART	Def|Fem|Nom|Sg	138	det	13	13
137	absolute	absolut	A	ADJA	Pos|Fem|Nom|Sg|_|	138	attr	13	13
138	Ichheit	Ichheit	N	NN	Fem|Nom|Sg	135	subj	13	13
139	alles	alle	P	PIS	Neut|Nom|Sg	138	app	13	13
140	.	.	$	$.	_	0	root	_	_

1	Aber	aber	K	KON	_	4	koord	_	_
2	Gottes	Gott	N	NN	Masc|Gen|Sg	3	gmod	241	241
3	Wollen	Wolle	N	NN	Neut|Nom|Sg	4	subj	_	_
4	ist	sein	V	VAFIN	3|Sg|Pres|Ind	7	s	_	_
5	Tun	Tun	N	NN	_|Nom|Sg	4	pred	_	_
6	,	,	$	$,	_	0	root	_	_
7	sag	sag	V	VVFIN	1|Sg|_|_	0	root	_	_
8	'	'	$	$(	_	0	root	_	_
9	ich	ich	P	PPER	1|Sg|_|Nom	7	subj	293	293
10	dann	dann	A	ADV	_	7	adv	_	_
11	mit	mit	P	APPR	Dat	7	pp	_	_
12	den	die	A	ART	Def|_|Dat|Pl	13	det	_	_
13	Theologen	Theologe	N	NN	_|Dat|Pl	11	pn	_	_
14	;	;	$	$.	_	0	root	_	_
15	dei	dei	F	FM	_	0	root	_	_
16	(	(	$	$(	_	0	root	_	_
17	i.e.	i.e.	N	NE	_	0	root	_	_

1	aseitatis	aseitatis	F	FM	_	0	root	_	_
2	vel	vel	F	FM	_	1	app	_	_
3	ameitatis	ameitatis	F	FM	_	2	app	_	_
4	)	)	$	$(	_	0	root	_	_
5	benedicere	benedicere	F	FM	_	0	root	_	_
6	est	est	F	FM	_	5	app	_	_
7	benefacere	benefacere	F	FM	_	6	app	_	_
8	;	;	$	$.	_	0	root	_	_
9	kurz	kurz	A	ADJD	Pos|	12	adv	_	_
10	das	die	A	ART	Def|Neut|Nom|Sg	12	det	_	_
11	innere	inner	A	ADJA	Pos|Neut|Nom|Sg|Wk|	12	attr	_	_
12	Handeln	Handeln	N	NN	Neut|Nom|Sg	13	subj	_	_
13	macht	machen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
14	alles	alle	P	PIS	_|_|Sg	13	obja	_	_
15	aus	aus	P	PTKVZ	_	13	avz	_	_
16	,	,	$	$,	_	0	root	_	_
17	und	und	K	KON	_	13	kon	_	_
18	das	die	P	PDS	Neut|Nom|Sg	19	subj	_	_
19	äußere	äußern	V	VVFIN	3|Sg|Pres|Subj	17	cj	_	_
20	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
21	nur	nur	A	ADV	_	20	adv	_	_
22	ein	eine	A	ART	Indef|_|_|Sg	0	root	_	_
23	scheinbar	scheinbar	A	ADJD	Pos|	24	adv	_	_
24	äußeres	äußeres	V	VVINF	_	0	root	_	_
25	.	.	$	$.	_	0	root	_	_

