1	Nettchen	Nettchen	N	NE	_	0	root	31	31
24	Rosental	Rosental	N	NN	Neut|_|Sg	0	root	_	_
25	,	,	$	$,	_	0	root	_	_
26	Morgental	Morgental	N	NN	Neut|_|Sg	24	kon	_	_
27	,	,	$	$,	_	0	root	_	_
28	Sonnenberg	Sonnenberg	N	NN	Masc|_|Sg	26	kon	_	_
29	,	,	$	$,	_	0	root	_	_
30	Veilchenburg	Veilchenburg	N	NN	Fem|_|Sg	28	kon	_	_
31	,	,	$	$,	_	0	root	_	_
32	Jugendgarten	Jugendgarten	N	NN	Masc|_|Sg	30	kon	_	_
33	,	,	$	$,	_	0	root	_	_
34	Freudenberg	Freudenberg	N	NN	Masc|_|Sg	32	kon	_	_
35	,	,	$	$,	_	0	root	_	_
36	Henriettental	Henriettental	N	NE	Masc|_|Sg	34	kon	_	_
37	,	,	$	$,	_	0	root	_	_
38	zur	zu	P	APPRART	Dat	36	pp	_	_
39	Camelia	Camelia	N	NN	_|Dat|_	38	pn	_	_
40	,	,	$	$,	_	0	root	_	_
41	Wilhelminenburg	Wilhelminenburg	N	NE	_|_|Sg	0	root	_	_
42	usw.	usw.	K	KON	_	0	root	_	_

