1	Willst	wollen	V	VMFIN	2|Sg|Pres|Ind	0	root	_	_
32	verträumt	verträumen	V	VVFIN	_|_|Pres|Ind	31	cj	_	_
33	,	,	$	$,	_	0	root	_	_
34	hoben	heben	V	VVFIN	3|Pl|Past|Ind	0	root	_	_
35	jetzt	jetzt	A	ADV	_	34	adv	_	_
36	seine	seine	A	PPOSAT	Neut|Nom|Pl	37	det	425	425
37	Worte	Wort	N	NN	Neut|Nom|Pl	34	subj	_	_
38	ins	in	P	APPRART	Acc	34	pp	_	_
39	Licht	Licht	N	NN	Neut|Acc|Sg	38	pn	216	216
40	,	,	$	$,	_	0	root	_	_
41	ihn	er	P	PPER	3|Sg|Masc|Acc	0	root	422	422
42	selbst	selbst	A	ADV	_	41	adv	_	_
43	erstaunend	erstaunen	A	ADJD	_|<PPRES	0	root	_	_
44	,	,	$	$,	_	0	root	_	_
45	wie	wie	P	PWAV	_	0	root	_	_
46	etwas	etwas	A	PIAT	Neut|_|Sg	47	det	426	426
47	Fremdartiges	Fremdartiges	N	NN	Neut|_|Sg	0	root	426	426
48	,	,	$	$,	_	0	root	426	426
49	das	die	P	PRELS	Neut|_|Sg	56	obja	426	426
50	man	man	P	PIS	_|Nom|Sg	56	subj	_	_
51	prüfend	prüfen	A	ADJD	_|<PPRES	56	adv	_	_
52	von	von	P	APPR	Gen	56	pp	_	_
53	eines	eine	A	ART	Indef|_|Gen|Sg	55	det	_	_
54	andern	andern	A	ADJA	_|_|Gen|Sg|_	55	attr	_	_
55	Hand	Hand	N	NN	_|Gen|Sg	52	pn	_	_
56	übernimmt	übernehmen	V	VVFIN	3|Sg|Pres|Ind	47	rel	_	_
57	;	;	$	$.	_	0	root	_	_
58	gleich	gleich	A	ADJD	Pos|	60	adv	893	893
59	einem	eine	A	ART	Indef|Masc|Dat|Sg	60	det	893	893
60	Prediger	Prediger	N	NN	Masc|Dat|Sg	61	objd	893	893
61	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
62	er	er	P	PPER	3|Sg|Masc|Nom	61	subj	422	422
63	,	,	$	$,	_	0	root	_	_
64	der	die	P	PRELS	_|_|Sg	0	root	422	422
65	in	in	P	APPR	Dat	71	pp	_	_
66	der	die	A	ART	Def|Fem|Dat|Sg	67	det	14	14
67	Kirche	Kirche	N	NN	Fem|Dat|Sg	65	pn	14	14
68	mit	mit	P	APPR	Dat	71	pp	_	_
69	einem	eine	A	ART	Indef|Neut|Dat|Sg	70	det	_	_
70	Gotteswort	Gotteswort	N	NN	Neut|Dat|Sg	68	pn	_	_
71	begonnen	beginnen	V	VVPP	_	0	root	_	_
72	,	,	$	$,	_	0	root	_	_
73	um	um	K	KOUI	_	76	konj	_	_
74	es	es	P	PPER	3|Sg|Neut|_	76	obja	_	_
75	zu	zu	P	PTKZU	_	76	part	_	_
76	erläutern	erläutern	V	VVINF	_	0	root	_	_
77	und	und	K	KON	_	76	kon	_	_
78	zu	zu	P	PTKZU	_	79	part	_	_
79	durchleuchten	durchleuchten	V	VVINF	_	77	cj	_	_
80	;	;	$	$.	_	0	root	_	_
81	mit	mit	P	APPR	Dat	85	pp	_	_
82	einem	eine	A	ART	Indef|Neut|Dat|Sg	83	det	_	_
83	Male	Mal	N	NN	Neut|Dat|Sg	81	pn	_	_
84	aber	aber	A	ADV	_	83	adv	_	_
85	vergißt	vergißt	V	VVFIN	3|Sg|_|_	0	root	_	_
86	er	er	P	PPER	3|Sg|Masc|Nom	85	subj	422	422
87	Hörer	Hörer	N	NN	Masc|_|_	85	obja	_	_
88	und	und	K	KON	_	87	kon	_	_
89	Ziel	Ziel	N	NN	Neut|_|Sg	88	cj	212	212
90	und	und	K	KON	_	85	kon	_	_
91	gibt	geben	V	VVFIN	3|Sg|Pres|Ind	90	cj	_	_
92	sich	sie	P	PRF	3|_|_	91	obja	_	_
93	nur	nur	A	ADV	_	91	adv	_	_
94	der	die	A	ART	Def|Fem|Dat|Sg	96	det	_	_
95	dunklen	dunkel	A	ADJA	Pos|Fem|Dat|Sg|Wk|	96	attr	_	_
96	Wollust	Wollust	N	NN	Fem|Dat|Sg	91	objd	_	_
97	hin	hin	P	PTKVZ	_	91	avz	_	_
98	,	,	$	$,	_	0	root	_	_
99	alle	alle	A	PIDAT	Fem|_|Pl	102	det	_	_
100	die	die	A	ART	Def|Fem|_|Pl	102	det	_	_
101	rauschenden	rauschend	A	ADJA	Pos|Fem|_|Pl|Wk|<PPRES	102	attr	_	_
102	Quellen	Quell	N	NN	Fem|_|Pl	111	obja	_	_
103	seines	seine	A	PPOSAT	Neut|Gen|Sg	104	det	422	422
104	Herzens	Herzen	N	NN	Neut|Gen|Sg	102	gmod	_	_
105	in	in	P	APPR	Acc	109	pp	_	_
106	ein	eine	A	ART	Indef|Neut|Acc|Sg	108	det	_	_
107	tiefes	tief	A	ADJA	Pos|Neut|Acc|Sg|St|	108	attr	_	_
108	Wort	Wort	N	NN	Neut|Acc|Sg	105	pn	_	_
109	strömen	strömen	V	VVINF	_	111	obji	_	_
110	zu	zu	P	PTKZU	_	111	part	_	_
111	lassen	lassen	V	VVINF	_	91	obji	_	_
112	,	,	$	$,	_	0	root	_	_
113	wie	wie	K	KOKOM	_	111	par	_	_
114	in	in	P	APPR	Acc	113	cj	_	_
115	einen	eine	A	ART	Indef|Masc|Acc|Sg	116	det	427	427
116	Kelch	Kelch	N	NN	Masc|Acc|Sg	114	pn	427	427
117	,	,	$	$,	_	0	root	_	_
118	in	in	P	APPR	Dat	126	pp	_	_
119	dem	die	P	PRELS	_|Dat|Sg	118	pn	427	427
120	alle	alle	A	PIDAT	Fem|Nom|Sg	121	det	_	_
121	Süße	Süße	N	NN	Fem|Nom|Sg	126	subj	_	_
122	und	und	K	KON	_	121	kon	_	_
123	Heiligkeit	Heiligkeit	N	NN	Fem|Nom|Sg	122	cj	833	833
124	des	die	A	ART	Def|Neut|Gen|Sg	125	det	375	375
125	Lebens	Leben	N	NN	Neut|Gen|Sg	121	gmod	375	375
126	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
127	.	.	$	$.	_	0	root	_	_

1	Und	und	K	KON	_	0	root	_	_
2	über	über	P	APPR	Acc	1	cj	_	_
3	das	die	A	ART	Def|Neut|Acc|Sg	5	det	428	428
4	niedere	nieder	A	ADJA	Pos|Neut|Acc|Sg|Wk|	5	attr	428	428
5	Volk	Volk	N	NN	Neut|Acc|Sg	2	pn	428	428
6	seiner	seine	A	PPOSAT	Masc|Gen|Pl	8	det	428	428
7	betroffenen	betroffen	A	ADJA	Pos|Masc|Gen|Pl|Wk|	8	attr	429	429
8	Hörer	Hörer	N	NN	Masc|Gen|Pl	5	gmod	429	429
9	,	,	$	$,	_	0	root	429	429
10	die	die	P	PRELS	Masc|Nom|Pl	13	subj	429	429
11	nicht	nicht	P	PTKNEG	_	13	adv	_	_
12	mehr	mehr	A	ADV	_	11	adv	_	_
13	reichen	reichen	V	VVFIN	3|Pl|Pres|_	8	rel	_	_
14	bis	bis	P	APPR	Acc	13	pp	_	_
15	zu	zu	P	APPR	Dat	14	pp	_	_
16	seiner	seine	A	PPOSAT	Fem|Dat|Sg	17	det	428	428
17	Welt	Welt	N	NN	Fem|Dat|Sg	15	pn	_	_
18	und	und	K	KON	_	0	root	_	_
19	murren	murren	V	VVINF	_	18	cj	_	_
20	und	und	K	KON	_	19	kon	_	_
21	sich	sie	P	PRF	3|_|_	22	obja	_	_
22	bestarren	bestarren	V	VVINF	_	20	cj	_	_
23	,	,	$	$,	_	0	root	_	_
24	fliegt	fliegen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
25	sein	seine	A	PPOSAT	Neut|Nom|Sg	26	det	428	428
26	Wort	Wort	N	NN	Neut|Nom|Sg	24	subj	430	430
27	höher	hoch	A	ADJD	Comp|	24	adv	_	_
28	und	und	K	KON	_	27	kon	_	_
29	höher	hoch	A	ADJD	Comp|	28	cj	_	_
30	und	und	K	KON	_	24	kon	_	_
31	ist	sein	V	VAFIN	3|Sg|Pres|Ind	30	cj	_	_
32	selbst	selbst	A	ADV	_	31	adv	_	_
33	allen	alle	A	PIDAT	Masc|Dat|Pl	34	det	_	_
34	Himmeln	Himmel	N	NN	Masc|Dat|Pl	31	objd	_	_
35	nahe	nahe	A	ADJD	_	31	pred	_	_
36	in	in	P	APPR	Dat	31	pp	_	_
37	seinem	seine	A	PPOSAT	Masc|Dat|Sg	39	det	430	430
38	verwegenen	verwegen	A	ADJA	Pos|Masc|Dat|Sg|Wk|	39	attr	_	_
39	Traum	Traum	N	NN	Masc|Dat|Sg	36	pn	_	_
40	der	die	A	ART	Def|_|_|_	42	det	431	431
41	vergessenen	vergessen	A	ADJA	Pos|_|Gen|_|Wk|	42	attr	431	431
42	Erdenschwere	Erdenschwere	N	NN	Fem|Gen|Sg	39	gmod	431	431
43	,	,	$	$,	_	0	root	431	431
44	die	die	P	PRELS	Fem|Nom|Sg	52	subj	431	431
45	sich	sie	P	PRF	3|_|_	52	obja	_	_
46	plötzlich	plötzlich	A	ADJD	Pos|	52	adv	_	_
47	wieder	wieder	A	ADV	_	52	adv	_	_
48	bleiern	bleiern	A	ADJD	Pos|	52	adv	_	_
49	an	an	P	APPR	Acc	52	objp	_	_
50	seine	seine	A	PPOSAT	Neut|Acc|Sg	51	det	430	430
51	Schwingen	Schwingen	N	NN	Neut|Acc|Sg	49	pn	_	_
52	hängt	hängen	V	VVFIN	3|Sg|Pres|Ind	42	rel	_	_
53	...	...	$	$.	_	0	root	_	_

1	Der	die	A	ART	Def|Masc|Nom|Sg	2	det	38	38
2	Maler	Maler	N	NN	Masc|Nom|Sg	3	subj	38	38
3	schaute	schauen	V	VVFIN	3|Sg|Past|_	0	root	_	_
4	plötzlich	plötzlich	A	ADJD	Pos|	3	adv	_	_
5	um	um	P	APPR	Acc	3	pp	_	_
6	sich	sie	P	PRF	3|_|Acc	5	pn	_	_
7	,	,	$	$,	_	0	root	_	_
8	wie	wie	P	PWAV	_	10	adv	_	_
9	noch	noch	A	ADV	_	10	adv	_	_
10	umrauscht	umrauschen	V	VVFIN	_|_|Pres|Ind	3	objc	_	_
11	von	von	P	APPR	Dat	10	pp	_	_
12	dem	die	A	ART	Def|Masc|Dat|Sg	14	det	_	_
13	purpurnen	purpurn	A	ADJA	Pos|Masc|Dat|Sg|Wk|	14	attr	_	_
14	Nebel	Nebel	N	NN	Masc|Dat|Sg	11	pn	_	_
15	seiner	seine	A	PPOSAT	Neut|Gen|Pl	17	det	38	38
16	ekstatischen	ekstatisch	A	ADJA	Pos|Neut|Gen|Pl|Wk|	17	attr	_	_
17	Worte	Wort	N	NN	Neut|Gen|Pl	14	gmod	_	_
18	;	;	$	$.	_	0	root	_	_
19	die	die	A	ART	Def|Fem|Nom|Sg	20	det	432	432
20	Wirklichkeit	Wirklichkeit	N	NN	Fem|Nom|Sg	21	subj	432	432
21	wies	weisen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
22	ihm	er	P	PPER	3|Sg|_|Dat	21	objd	38	38
23	wieder	wieder	A	ADV	_	21	adv	_	_
24	ihr	ihre	A	PPOSAT	Neut|_|Sg	28	det	432	432
25	geordnetes	geordnet	A	ADJA	Pos|Neut|_|Sg|St|	28	attr	_	_
26	,	,	$	$,	_	0	root	_	_
27	kaltes	kalt	A	ADJA	Pos|Neut|_|Sg|St|	25	kon	_	_
28	Gefüge	Gefüge	N	NN	Neut|_|Sg	21	obja	_	_
29	.	.	$	$.	_	0	root	_	_

